,precision,recall,f1-score,support
Encrypted,0.8225322267349462,0.9548995489954899,0.8837871169718243,4878.0
Non-Encrypted,0.9819864079259805,0.9226804123711341,0.9514100987664115,12998.0
accuracy,0.9314723651823674,0.9314723651823674,0.9314723651823674,0.9314723651823674
macro avg,0.9022593173304634,0.938789980683312,0.9175986078691178,17876.0
weighted avg,0.9384745766522132,0.9314723651823674,0.9329571503890343,17876.0
