variant,latency_ms_bs1,throughput_bs32,throughput_bs128,throughput_bs256,params,model_size_mb,flops,device
early_exit_disabled,5.600516200065613,3337.4481286488017,3315.6679895372677,3352.552934373238,103208,0.393707275390625,23732096.0,cuda
early_exit_enabled,6.128323600045405,2834.400588273515,3264.220103129785,3325.176433046977,103208,0.393707275390625,23732096.0,cuda
