variant,latency_ms_bs1,throughput_bs32,throughput_bs128,throughput_bs256,params,model_size_mb,flops,device
early_exit_disabled,5.247772500035353,5913.970942266944,25265.47001756436,29619.252609503317,59468,0.2268524169921875,2231296.0,cuda
early_exit_enabled,5.844326099962927,5186.26301579669,22035.87750471059,26925.071627340796,59468,0.2268524169921875,2231296.0,cuda
