variant,latency_ms_bs1,throughput_bs32,throughput_bs128,throughput_bs256,params,model_size_mb,flops,device
early_exit_disabled,5.086172299925238,6133.8803734098,11951.917065174252,12286.949219882876,67235,0.2564811706542969,6014528.0,cuda
early_exit_enabled,5.772190399933606,4498.111917611599,11013.435702913217,11893.588436259652,67235,0.2564811706542969,6014528.0,cuda
