,precision,recall,f1-score,support
TOR,0.9684964200477327,0.9989168964159117,0.9834714749648588,10156.0
nonTOR,0.9997730086669419,0.9932347936612067,0.9964931766060943,48779.0
accuracy,0.994213964537202,0.994213964537202,0.994213964537202,0.994213964537202
macro avg,0.9841347143573373,0.9960758450385592,0.9899823257854765,58935.0
weighted avg,0.9943832566686948,0.994213964537202,0.9942492060984437,58935.0
