variant,latency_ms_bs1,throughput_bs32,throughput_bs128,throughput_bs256,params,model_size_mb,flops,device
early_exit_disabled,5.24308199994266,2960.076614335601,3312.1085824863826,3353.4541455654244,103505,0.3948402404785156,23732672.0,cuda
early_exit_enabled,5.741027900017798,2810.7040042535273,3258.665178961352,3323.1643638094456,103505,0.3948402404785156,23732672.0,cuda
