variant,latency_ms_bs1,throughput_bs32,throughput_bs128,throughput_bs256,params,model_size_mb,flops,device
early_exit_disabled,5.357026800047606,5350.28750225688,22117.803916906945,29523.400062953264,58775,0.22420883178710938,2229952.0,cuda
early_exit_enabled,6.321977799991146,4578.677271558744,19680.668846323064,26820.718166569917,58775,0.22420883178710938,2229952.0,cuda
