feature_name,mi_score,mi_normalized,group_name
duration,0.13890886306762695,0.6350537538528442,duration
total_fiat,0.12595753371715546,0.5758437514305115,iat
total_biat,0.17738404870033264,0.8109518885612488,iat
min_fiat,0.15930145978927612,0.728283166885376,iat
min_biat,0.12914972007274628,0.5904375910758972,iat
max_fiat,0.18947802484035492,0.8662422299385071,iat
max_biat,0.18329806625843048,0.8379891514778137,iat
mean_fiat,0.10750459134578705,0.4914819002151489,iat
mean_biat,0.10208603739738464,0.4667097330093384,iat
flowPktsPerSecond,0.21873559057712555,0.9999999403953552,packet_count
flowBytesPerSecond,0.17411096394062042,0.7959882020950317,byte_count
min_flowiat,0.13920606672763824,0.6364124417304993,iat
max_flowiat,0.17816556990146637,0.81452476978302,iat
mean_flowiat,0.21410086750984192,0.9788112044334412,iat
std_flowiat,0.1287933588027954,0.5888083577156067,iat
min_active,0.047044798731803894,0.21507608890533447,active_idle
mean_active,0.050603073090314865,0.23134355247020721,active_idle
max_active,0.05465235933661461,0.24985580146312714,active_idle
std_active,0.006654523778706789,0.03042268194258213,active_idle
min_idle,0.05112440884113312,0.23372696340084076,active_idle
mean_idle,0.027992798015475273,0.1279754936695099,active_idle
max_idle,0.05737137794494629,0.2622864246368408,active_idle
std_idle,0.0029813905712217093,0.013630110770463943,active_idle
