,precision,recall,f1-score,support
Non-VPN,0.7917816175402933,0.869003984063745,0.8285974775869929,6275.0
VPN,0.8683325324363287,0.7908096280087528,0.8277599633531837,6855.0
accuracy,0.8281797410510282,0.8281797410510282,0.8281797410510282,0.8281797410510282
macro avg,0.8300570749883109,0.8299068060362489,0.8281787204700883,13130.0
weighted avg,0.8317478415777895,0.8281797410510282,0.8281602224405527,13130.0
