variant,latency_ms_bs1,throughput_bs32,throughput_bs128,throughput_bs256,params,model_size_mb,flops,device
early_exit_disabled,5.464693400077522,5558.681347840991,23183.77324030741,29546.75167502116,58280,0.222320556640625,2228992.0,cuda
early_exit_enabled,6.027039299951866,5140.128744244878,21954.48424007686,26924.635525941896,58280,0.222320556640625,2228992.0,cuda
